Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,MonthsInService,UniqueSubs,ActiveSubs,RetentionCalls,RetentionOffersAccepted,IncomeGroup,AdjustmentsToCreditRating,CreditRating,PrizmCode,Occupation
0,29.99,101,40,0,0,0,8,0,13,1,1,0,0,7,0,4,4,4
0,32.63,194,38,0,5.3,67.3,2.3,0,9,1,1,0,0,6,0,2,1,5
0,55.81,392,70,0.25,0,3.3,1,0,7,1,1,0,0,7,0,2,4,4
0,52.15,27,50,0,0,4.4,2.7,0,7,1,1,0,0,0,0,2,2,4
0,91.95,2208,85,1.24,7,398.5,41,12,11,1,1,0,0,2,0,4,4,4
0,10.83,64,10,0.74,0,10.3,3.7,0.7,7,2,2,0,0,7,0,3,4,4
1,34.99,154,45,0,0,0,1.3,0,11,1,1,0,0,5,0,2,1,4
1,63.01,216,70,0,0,52.4,41,5.7,11,2,2,0,0,6,0,2,4,5
0,70.56,326,70,1.24,1,39,4.7,3,7,2,2,0,0,6,0,3,3,4
0,29.67,72,30,0,0,0,0,0,9,1,1,0,0,0,0,4,4,4
0,34.15,352,40,1.24,2,0.2,1.3,0,7,1,1,0,0,4,0,2,4,2
0,36.45,284,45,0.25,0.3,25.7,16,0.3,7,1,1,0,0,6,0,2,4,4
0,171.99,2552,68,1.24,3,624.8,41,12,13,1,1,0,0,2,0,3,2,4
0,174.92,2080,120,0,1.7,269.6,41,8.3,11,1,1,0,0,7,0,3,2,4
0,69.91,815,60,0,1.3,316.1,38.3,12,7,1,1,0,0,0,0,4,4,4
1,44.84,313,45,0,0.7,46.9,15.7,1.7,11,1,1,0,0,0,0,3,4,4
1,29.99,153,40,0,2,6.8,2.3,0,11,1,1,0,0,6,0,2,2,4
0,29.99,257,40,0,0.3,98.5,18,10,9,1,1,0,0,5,0,4,4,4
0,40.63,393,45,0,0,10.2,8.3,1,11,1,1,0,0,5,0,2,4,5
1,96.14,571,70,0.25,0,162.6,8.7,4,9,2,2,0,0,6,0,2,2,4
0,33.99,72,40,0,0,0,0,0,11,1,1,0,0,6,0,2,4,1
0,38.4,688,45,0,1.7,163.4,41,10.3,9,1,1,0,0,4,0,2,4,5
1,42.49,355,52,0,0,68,29.3,11.3,9,2,2,0,0,7,0,2,4,4
0,37.49,309,47,0,0,95.4,17,0,9,1,1,0,0,4,0,2,4,4
1,249.38,2072,200,1.24,19.3,189.1,41,9,7,2,2,0,0,7,0,4,2,4
0,94.75,872,56,0.74,3.7,307.5,41,12,11,1,1,0,0,2,0,4,2,2
0,62.84,1175,60,0,1,163,9.3,2,11,1,1,0,0,4,0,4,2,4
0,37.44,327,45,0,0.7,102.2,41,12,9,1,1,0,0,1,0,3,4,4
0,286.92,3135,85,0.74,2,722.8,41,12,13,2,2,0,0,6,0,3,1,4
0,108.73,784,107,1.24,7.7,110.6,41,12,7,2,2,0,0,7,0,2,2,4
0,75.96,543,80,0.25,0.3,181.5,33.3,12,13,2,2,0,0,0,0,2,4,4
1,65.5,2,27,0,0,0,0,0,9,1,1,0,0,2,0,4,4,4
0,53.09,500,45,0.99,0.7,50.6,40.7,0.3,7,1,1,0,0,5,0,4,1,1
1,34.99,27,45,0,0,1.6,0,0,11,1,1,0,0,7,0,2,2,5
0,45.51,662,50,1.24,0,47.3,10.3,1.7,13,1,1,0,0,0,0,2,2,4
0,70.48,610,60,0,0,0,0,0,11,2,2,0,0,0,0,1,2,4
0,46.74,263,55,0,0,49.6,22.3,1.7,9,1,1,0,0,3,0,2,2,4
1,34.99,1005,45,0,0.7,73,25.3,8.3,11,1,1,0,0,7,0,2,4,4
0,67.44,591,70,0,0.3,56.6,10.7,0.3,7,1,1,0,0,6,0,4,4,4
1,34.17,137,45,0.5,1,5.2,14,1.3,11,2,2,0,0,7,0,2,3,4
0,54.58,797,47,0.25,7.7,287.3,12,8.7,9,1,1,0,0,1,0,4,4,5
0,60.04,688,55,0,0.7,42.4,33,1,13,1,1,0,0,4,0,4,2,1
1,38.22,495,45,0.25,8,37.7,13.7,0,11,1,1,0,0,6,0,2,1,4
0,75.24,823,85,0.25,0.3,247.1,41,12,9,1,1,0,0,0,0,4,4,4
1,45.4,270,45,0,0,111.3,40.3,11,11,1,1,0,0,0,0,3,4,4
0,43.04,331,45,0,3.3,30.9,15.3,1,9,1,1,0,0,7,0,2,3,5
1,37.44,925,45,0,5,355.4,17.3,1,11,1,1,0,0,0,0,2,2,4
0,101.31,603,107,1.24,0,62.9,16.3,0,9,1,1,0,0,7,0,2,2,4
0,66.14,728,60,0,1.7,380.5,17.7,12,7,1,1,0,0,6,0,4,2,4
0,59.69,204,80,0.25,0,60.9,9,1.3,7,1,1,0,0,0,0,2,4,4
0,35.3,77,45,0,0.7,2.5,0.7,0,7,2,1,0,0,3,0,4,1,4
0,52.91,633,60,1.24,0,140.5,15,1,7,1,1,0,0,7,0,2,2,5
0,42.79,965,45,0,10.7,203.8,23.3,12,13,1,1,0,0,5,0,2,4,5
0,35.6,128,45,0,0,52.3,13,5,7,2,2,0,0,0,0,1,1,4
0,17.81,481,10,0.5,0,62.8,34,12,11,2,2,0,0,7,0,2,1,5
0,38.21,395,45,0,0,120.9,1.3,4.3,7,1,1,0,0,7,0,3,2,4
0,138.25,434,10,0,2.7,73.1,41,12,9,2,2,0,0,5,0,2,4,3
0,43.48,154,52,0.99,1.3,49,4,0,11,1,1,0,0,7,0,4,2,5
0,42.52,458,27,0,5.3,113.9,10.7,0.3,7,1,1,0,0,0,0,4,4,4
1,71.37,1261,70,1.24,8,73.3,41,3,9,1,1,0,0,6,0,2,2,4
0,69.14,520,36,1.24,11,83.6,11,0.3,11,1,1,0,0,4,0,4,4,4
0,50.24,774,60,0.25,0,216.8,12,1.7,13,1,1,0,0,4,0,4,4,4
0,36.17,168,45,0.25,0,36.6,5.7,3.3,13,1,1,0,0,0,0,2,4,4
0,36.52,608,45,0.74,8,99.5,24.7,6,11,1,1,0,0,6,0,3,4,4
0,89.58,1381,60,1.24,1.3,680,27,1.3,13,2,1,0,0,6,0,1,4,4
0,46.19,930,40,0,5,305.9,41,12,13,2,2,0,0,7,0,2,4,4
0,58.24,1269,45,1.24,0.3,82.4,41,12,9,1,1,0,0,0,0,2,4,4
0,73.84,342,70,0,1.3,59.1,19.3,12,7,2,2,0,0,7,0,2,4,2
0,45.55,524,45,0,0,123.6,41,12,11,2,1,0,0,7,0,2,1,4
0,61.4,319,70,0,0,61.3,19,12,9,2,2,0,0,7,0,3,4,4
0,81.62,766,56,0.25,0.7,72.3,30.3,2,9,1,1,0,0,3,0,2,1,4
0,263.48,1142,33,0.25,2.7,328.8,41,2.7,9,1,1,0,0,6,0,2,2,4
1,31.34,194,30,0.25,0,32.5,16.7,4.7,9,1,1,0,0,0,0,4,1,4
0,63.79,96,70,0,0,6.2,5.3,4,9,2,2,0,0,3,0,2,1,4
0,40.03,510,45,0.25,0,96.7,41,12,7,1,1,0,0,1,0,4,4,4
1,34.99,395,45,0,2.7,33.2,16.7,2.7,11,1,1,0,0,7,0,2,2,2
0,45.06,376,50,0,0,117.3,2,1,9,1,1,0,0,6,0,3,2,4
1,47.82,283,50,0.5,0,52.5,9.7,1,11,1,1,0,0,6,0,2,2,4
0,64.63,491,62,0.5,0.7,126.6,26.7,12,7,1,1,0,0,5,0,2,4,4
0,53.78,624,45,0,0,171,38.3,12,7,2,2,0,0,4,0,2,4,4
1,68.58,972,45,1.24,1.7,206.4,22,0.3,11,1,1,0,0,4,0,2,4,4
1,87.15,1232,70,1.24,0,336.3,41,9.7,11,1,1,0,0,3,0,2,4,4
1,54.1,570,60,0,0,18,6.7,0,13,1,1,0,0,6,0,2,1,5
0,58.16,372,55,1.24,1.3,106.6,15,8,7,2,2,0,0,5,0,4,2,4
0,44.25,439,40,0.5,0,122.6,41,9,9,2,2,0,0,6,0,3,3,4
0,83.64,2139,60,0.74,9.3,669.8,41,12,13,1,1,0,0,0,0,4,2,4
1,41.12,541,45,0,1,98.8,32.3,7,11,1,1,0,0,5,0,2,1,4
0,35.48,258,28,0,3.3,29.1,3,0.3,11,1,1,0,0,7,0,2,4,5
0,35.55,67,45,0.25,0,13.9,0.3,0.3,7,1,1,0,0,4,0,2,4,4
0,45.47,493,45,0,0.7,0.3,13.3,0,9,1,1,0,0,4,0,2,2,5
0,38.38,803,10,0.25,0,213.5,36,12,11,2,2,0,0,7,0,3,2,4
0,35.24,294,45,0.25,0.7,37.7,8.3,0.7,11,1,1,0,0,7,0,2,4,4
0,38.6,192,30,0,0,24.2,20,8,7,1,1,0,0,6,0,3,2,4
1,9.84,82,10,0.25,0,9,4,3.7,7,2,2,0,0,6,0,3,4,4
0,49.99,698,60,0,1.3,124.9,27,9,9,1,1,0,0,7,0,4,4,5
0,46.39,645,55,0,0,142.9,41,7.3,9,1,1,0,0,0,0,2,2,4
0,39.71,292,50,0,2.3,30,7,0,7,1,1,0,0,4,0,4,4,4
0,39.89,78,45,0.5,0,4.9,6,0,13,1,1,0,0,0,0,2,4,4
0,67.78,525,70,0.5,1,237.8,41,7.3,7,2,2,0,0,7,0,2,2,4
0,51.06,548,45,0,0,117.7,41,0,9,1,1,0,0,7,0,2,3,4
1,12.32,376,10,1.24,0.7,48,15.3,6.3,7,2,2,0,0,6,0,3,1,4
0,27.24,397,36,0.25,0,31.4,10.7,0,13,2,2,0,0,0,0,3,4,4
0,104.49,810,55,1.24,0,113.9,7.7,0,7,1,1,0,0,3,0,2,1,4
0,44.99,142,55,0,0.3,15.6,5.3,0,11,1,1,0,0,3,0,2,4,5
0,62.59,269,72,0,0,27.7,7.7,2.3,9,2,2,0,0,7,0,2,1,5
0,43.17,286,45,0,1.3,110.9,16,0,11,1,1,0,0,7,0,2,4,4
1,63.53,1153,60,0.5,2,239.3,41,12,11,2,2,0,0,5,0,1,4,5
1,35.24,52,45,0.25,1,2,2.3,0.7,11,2,1,0,0,0,0,2,4,4
1,58.51,262,60,0.5,0,2.8,5.7,0,11,2,2,0,0,1,0,3,2,4
1,51.26,334,60,0,0,88.3,17.7,1,13,1,1,0,0,0,0,4,4,4
1,19.99,12,30,0,0,2.2,1,0.7,11,1,1,0,0,0,0,2,4,4
1,45.55,1012,45,0.25,0.3,101.5,28,8.3,11,1,1,0,0,6,0,3,1,4
0,72.59,469,70,0,0,144.1,19,4,11,2,2,0,0,2,0,3,4,4
0,30.26,288,40,0,1.7,2.7,2.7,0,7,2,2,0,0,7,0,2,4,5
1,173.87,806,93,0.25,4.3,51.3,16.7,3,7,1,1,0,0,1,0,4,4,4
1,36.89,243,45,0,0,32.3,36.7,6,7,1,1,0,0,7,0,2,4,4
0,26.98,113,47,0,0,22.4,4.7,1.3,7,2,1,0,0,0,0,2,1,4
0,42.17,691,40,0.25,7.3,80.9,11.3,1.7,13,1,1,0,0,4,0,4,3,4
0,38.99,290,45,0,0,17.7,8,2,9,1,1,0,0,6,0,2,1,4
0,45.29,762,40,0,0,237.6,41,12,13,1,1,0,0,7,0,2,4,4
0,132.22,1382,95,1.24,0,472.8,41,12,9,2,1,0,0,0,0,3,4,4
0,30.26,214,40,0,6.7,45.9,5.7,0,7,2,1,0,0,6,0,2,1,5
1,57.69,370,45,1.24,0,58.3,35,7,11,2,2,0,0,5,0,2,4,4
0,39.19,196,45,0,0,65.9,18.3,1.3,11,1,1,0,0,3,0,4,2,4
0,51.46,1596,60,0,31.7,138.1,39.3,12,11,1,1,0,0,0,0,4,2,4
0,35.98,108,45,0.99,1.3,7.6,0.3,0,11,1,1,0,0,7,0,2,1,5
0,51.27,670,70,0.99,0.7,290.9,41,12,9,1,1,0,0,2,0,4,2,4
0,54.21,79,60,0.25,0,1.8,2,0.3,7,2,2,0,0,6,0,3,1,4
1,80.28,613,70,1.24,1.7,140.4,27.3,7.3,7,1,1,0,0,7,0,2,4,4
0,24.99,26,30,0,0,4.3,1.7,0,11,1,1,0,0,3,0,2,4,5
0,63.89,438,43,0.5,1.3,52.8,22.7,0.7,9,1,1,0,0,3,0,4,4,4
1,94.59,687,40,0.99,22.3,186.2,33.3,7.3,11,2,2,0,0,1,0,2,4,4
0,49.99,381,60,0,0,0,3,0,11,2,2,0,0,1,0,1,2,4
0,37.53,415,45,1.24,0,1.3,4.7,0,7,1,1,0,0,4,0,4,4,4
1,17.42,35,8,0,0.3,10.3,0.3,0,11,1,1,0,0,3,0,3,4,4
0,41.87,554,45,0.5,4.3,4.1,1,0,13,1,1,0,0,0,0,2,4,4
0,13.46,200,25,0.25,0.3,40.1,0.3,0,9,1,1,0,0,0,0,4,4,4
0,62.66,676,45,0,0,177.8,36.3,6,13,1,1,0,0,7,0,3,1,4
0,33.6,143,30,1.24,0.7,27.7,2,0,11,1,1,0,0,7,0,2,2,5
1,85.89,968,85,1.24,0.3,63.1,20.7,0,11,1,1,0,0,7,0,2,1,5
1,53.61,386,45,0.25,0.3,168.8,9.7,0,11,1,1,0,0,0,0,3,2,4
0,32.19,104,40,0,0,5,2.7,0.7,13,1,1,0,0,7,0,2,1,5
0,35.1,274,45,0.25,0,3.1,3.7,0.7,7,2,2,0,0,4,0,3,4,5
0,91.16,1093,99,0,4.7,70.2,21,0,13,2,2,0,0,6,0,2,1,4
0,54.74,574,60,1.24,0,82.8,41,8.3,7,1,1,0,0,1,0,4,3,4
1,35.09,47,45,0,0,10.5,6,0,11,2,2,0,0,0,0,4,2,4
0,48.23,425,55,0.5,0,135.4,14.3,1.3,7,1,1,0,0,0,0,4,4,4
0,26.25,184,27,0,3.7,8.1,3,0.3,11,1,1,0,0,0,0,4,1,4
0,75.44,1034,52,1.24,16.3,117.6,6.7,0.3,13,1,1,0,0,1,0,4,4,4
0,76.98,0,87,0,0,0,0,0,13,1,1,0,0,0,0,2,4,4
1,50.48,181,55,1.24,0,15.9,9.3,0,13,1,1,0,0,2,0,2,1,5
0,55.44,300,70,0,0,86.7,11,0,7,1,1,0,0,0,0,4,2,4
0,287.48,2157,55,0,15,175,21.7,1,7,1,1,0,0,0,0,3,4,4
1,124.33,1861,70,0,25,87.2,41,9.7,13,1,1,0,0,0,0,4,1,4
0,150.22,1399,63,0,21,259.1,41,12,11,1,1,0,0,0,0,2,4,4
0,82,552,60,1.24,0,141.2,22.7,3,11,1,1,0,0,5,0,2,1,4
0,83.14,1463,83,0.74,0,118.3,28.7,2.7,13,1,1,0,0,0,0,4,2,4
0,36.89,934,49,0,7.7,171.6,41,12,9,1,1,0,0,1,0,4,4,4
0,30.24,34,40,0.25,0,8.3,4.7,1.7,11,1,1,0,0,6,0,2,3,4
1,70.32,649,32,0.5,3.7,78.9,12.3,0.7,11,1,1,0,0,7,0,4,4,4
0,95.27,1644,90,1.24,3.7,395.6,12.7,4.7,7,1,1,0,0,4,0,4,2,5
1,50.28,502,52,0.25,5,122.4,41,12,13,2,2,0,0,1,0,2,4,4
1,75.12,907,85,1.24,0,150.9,41,12,9,1,1,0,0,6,0,2,2,5
0,29.14,403,40,0,3,123.5,8.3,5,7,2,1,0,0,6,0,2,2,2
0,27.87,76,38,0,2.3,9.7,5,0,13,1,1,0,0,6,0,3,1,5
0,55.57,423,60,0.25,0,107.8,5,0,7,2,1,0,0,6,0,2,2,5
0,84.99,428,95,0,0,57.2,12.3,2,11,2,2,0,0,7,0,2,1,5
0,51.38,741,38,1.24,5.3,42.5,21.7,10.7,9,1,1,0,0,6,0,4,4,2
0,15.47,637,10,1.24,1.3,123.3,41,12,7,2,2,0,0,7,0,2,2,5
0,48.84,561,16,0.5,2.7,101.8,11,2.3,9,1,1,0,0,0,0,4,1,4
0,44.3,89,55,0,0,2.2,2.7,0.3,7,1,1,0,0,6,0,2,3,4
0,43.09,21,45,0,0,2.4,0.7,0,9,1,1,0,0,0,0,4,3,4
0,59.25,368,70,1.24,0.3,79.1,41,10.7,9,1,1,0,0,3,0,4,2,2
0,40.4,291,10,0.74,0.3,33,32,4,9,2,2,0,0,7,0,2,2,4
1,17.16,95,10,1.24,0,1.1,2.3,0.3,7,2,2,0,0,7,0,2,2,4
1,17.3,405,10,0,0.3,99.5,33,12,11,2,2,0,0,0,0,4,4,4
0,35.24,168,45,0.25,0,19.5,26.7,1.7,13,2,2,0,0,7,0,2,2,4
0,36.65,758,45,0,3.3,166.2,26.7,12,13,1,1,0,0,0,0,2,2,4
1,10,0,10,0,0,0,0,0,13,2,2,0,0,7,0,2,2,4
0,44.66,387,55,0.25,0.3,69.9,8.3,0,7,1,1,0,0,5,0,2,2,4
0,38.45,413,45,1.24,0,39.6,10,1.7,9,1,1,0,0,4,0,4,4,4
1,31.26,117,40,0,0.7,16.4,0.3,0,11,1,1,0,0,0,0,3,4,4
0,10.59,75,10,0.5,0,12.6,1,0.3,7,2,2,0,0,7,0,2,4,4
0,65.81,2052,55,0.25,28.3,435.6,41,12,11,1,1,0,0,6,0,4,4,4
1,68.98,1014,60,0.99,1.7,333.5,41,12,11,2,2,0,0,0,0,3,4,4
0,98.7,294,105,1.24,0,44.9,31.7,11,9,2,2,0,0,0,0,3,2,4
0,35.62,214,45,0,0,8.7,2.7,0,7,1,1,0,0,5,0,2,4,5
0,12.97,346,10,0.25,0,80.5,20.7,7.7,7,2,2,0,0,7,0,2,2,4
0,11.08,52,10,0,0,0,0.3,0,7,2,2,0,0,7,0,2,2,4
0,50.21,506,45,0.25,0,188,41,12,11,1,1,0,0,5,0,2,4,4
1,33.41,263,40,0,0,5.2,2,0.3,7,2,1,0,0,6,0,2,2,4
0,249.18,3202,40,1.24,0,886.4,38.3,0,13,2,2,0,0,7,0,1,1,4
1,47.44,303,45,0.99,0,104.2,2.7,0.3,11,1,1,0,0,7,0,2,1,4
0,29.99,396,40,0,1.3,18.8,5,4,13,1,1,0,0,2,0,2,2,4
1,43.21,390,48,0.25,4,66.9,41,7.3,13,1,1,0,0,6,0,4,4,5
0,34.99,214,45,0,0.3,8.1,8.3,0.7,11,2,2,0,0,0,0,3,4,4
0,34.99,776,45,0,3.7,239.7,31.7,12,11,1,1,0,0,7,0,2,2,5
0,78.42,507,55,0,1.3,58.6,11.7,10,9,1,1,0,0,5,0,4,1,4
0,35.73,684,45,0.74,0,65.9,6.7,2,13,2,2,0,0,7,0,2,2,4
0,36.7,207,45,0.5,0,3.6,21,0.7,7,1,1,0,0,3,0,2,4,5
0,55.62,334,55,0,0,26.6,4,0,7,1,1,0,0,0,0,4,1,4
1,10,66,10,0,0,0.9,3.3,0,11,2,2,0,0,7,0,2,2,4
0,10,186,10,0,0,32.6,9.3,3.7,9,2,2,0,0,5,0,2,2,2
0,29.99,28,30,0,0,0,0.7,0,13,1,1,0,0,7,0,2,2,5
0,37.59,187,47,0,2,30.2,2,1,9,2,2,0,0,6,0,2,1,5
0,53.9,1238,45,1.24,0.3,643.9,10.3,12,11,2,2,0,0,0,0,4,4,4
0,62.64,1496,50,1.24,9.7,385,41,11.3,11,1,1,0,0,0,0,4,4,4
0,41.53,623,45,0.5,0,128.1,30,12,13,1,1,0,0,7,0,3,1,2
0,43.33,355,57,0,0,133.7,18,6.3,9,1,1,0,0,0,0,4,4,4
1,31.21,236,40,0.25,5.3,61.4,2.3,0,13,1,1,0,0,0,0,2,4,4
1,23.35,218,32,0,1.3,29.5,18,1.3,11,1,1,0,0,5,0,4,3,4
0,52.2,98,55,0,0,2.7,0,0,7,1,1,0,0,7,0,2,3,4
0,70.31,697,54,0.99,25,182.9,41,12,9,1,1,0,0,3,0,4,4,4
0,45.81,699,34,1.24,23.3,36.6,35,1,9,1,1,0,0,1,0,4,2,4
0,39.73,88,45,0.74,0,0.9,1.7,0,11,1,1,0,0,0,0,4,4,4
1,62.26,416,45,0.74,0.7,78.8,24,2.3,11,1,1,0,0,5,0,2,2,1
1,16.52,97,10,0.5,0,14,8.7,3.7,7,2,2,0,0,7,0,1,1,4
0,118.71,674,58,1.24,0,29.6,0,0.3,7,1,1,0,0,0,0,2,2,4
0,29.09,59,30,0,0,3.7,4.7,1,11,1,1,0,0,0,0,2,4,4
0,89.54,1098,67,1.24,5,153.1,15,0.7,7,1,1,0,0,7,0,4,4,2
1,50.24,648,60,0.25,2.7,48.4,10.7,0,13,1,1,0,0,2,0,3,1,5
0,63.79,658,40,1.24,0.3,201.8,21,12,9,1,1,0,0,4,0,2,4,4
0,45.91,146,55,0,0,14.6,10,0,11,2,2,0,0,6,0,3,1,4
0,43.11,1430,45,0.25,8.3,188.4,41,1,13,2,2,0,0,7,0,3,3,4
0,75.67,882,70,0,0,223.3,17.7,2,11,1,1,0,0,7,0,3,2,4
0,38.74,285,50,0,0,1.6,5.3,0.3,11,1,1,0,0,7,0,2,2,4
0,131.28,997,70,1.24,2.7,93.1,32.3,0,7,1,1,0,0,6,0,4,1,5
1,49.99,0,60,0,0,0,0,0,11,1,1,0,0,7,0,2,4,4
1,18,128,10,0,0,10.2,9.3,3,13,2,2,0,0,0,0,3,4,4
1,165.35,1328,47,1.24,2.3,317.7,41,12,11,1,1,0,0,5,0,3,3,4
0,57.96,990,52,1.24,24.3,218.6,22.3,5,13,1,1,0,0,0,0,4,4,4
0,35.51,360,47,0.25,6.3,104.6,3.7,0,7,1,1,0,0,7,0,4,3,4
0,74.86,704,55,1.24,3.3,79.4,15.3,3,11,1,1,0,0,0,0,2,4,4
0,30.3,34,40,0,0,0,1,0,13,1,1,0,0,7,0,2,1,5
0,30.51,34,40,0.25,0,0,0.3,0,7,1,1,0,0,6,0,2,1,5
1,36.5,573,45,0,0,89.4,21.7,4,11,2,2,0,0,7,0,2,2,5
0,62.72,379,70,0,0,32.7,3.7,1,13,2,2,0,0,0,0,2,4,4
0,43.77,226,70,0,1,39,15.7,12,9,2,2,0,0,5,0,2,1,4
0,55.41,1404,60,0,8.7,123.4,16.3,8.3,9,1,1,0,0,0,0,4,4,4
0,43.65,266,55,0.25,7.3,21.9,11.7,1.3,7,1,1,0,0,5,0,2,4,4
0,59.31,411,55,0.5,0,163,26.7,12,11,2,2,0,0,6,0,2,4,4
0,29.3,178,37,0,0.7,62,10,6.7,11,1,1,0,0,4,0,2,2,5
0,64.65,306,70,0.25,0,0,0,0,9,2,2,0,0,7,0,2,4,5
0,38.3,114,52,0.5,0,25.5,1.7,0,7,1,1,0,0,7,0,2,2,4
0,59.99,62,70,0,0,14.2,20,2,9,2,2,0,0,0,0,2,1,4
0,76.32,604,85,0,0.7,9.8,19.7,0,9,1,1,0,0,4,0,2,4,5
0,29.99,39,40,0,0,4.2,1,0.7,9,1,1,0,0,7,0,2,1,5
0,29.99,181,40,0,0,8.7,1,0.7,13,2,2,0,0,7,0,2,2,4
0,14.26,95,10,0,0,28.4,12,8.7,13,2,2,0,0,5,0,2,3,4
0,49.99,491,60,0,0,61.4,17,12,13,1,1,0,0,7,0,2,1,5
0,45.98,386,55,0.99,0.7,14.1,19.7,0.3,9,1,1,0,0,0,0,2,1,4
1,39.51,502,36,0,7,98.2,10,9.3,11,1,1,0,0,0,0,4,4,4
0,75.53,824,45,1.24,1.3,191.3,38.7,12,11,1,1,0,0,7,0,2,2,4
0,10.49,101,10,0.5,0,1.8,2.7,0.3,11,2,2,0,0,7,0,2,2,5
0,34.99,116,45,0,0,7,0,1.3,13,1,1,0,0,6,0,2,4,4
1,87.97,1845,71,1.24,6.7,382.1,41,12,13,1,1,0,0,0,0,4,2,4
0,34.99,191,45,0,0,40.6,5.7,7.3,9,1,1,0,0,7,0,2,2,5
0,35.12,103,50,0,1,0.5,4,0,9,1,1,0,0,3,0,2,3,5
1,15.43,354,10,0,0,14.7,8.7,0.3,13,2,2,0,0,6,0,2,1,1
0,110.88,1594,68,0.99,19.3,335,41,12,7,1,1,0,0,0,0,4,4,4
0,100.36,941,45,0.99,1.7,298.5,18.3,0,7,1,1,0,0,0,0,2,2,4
0,25.11,472,34,0.5,3.7,31,5.7,0.3,9,1,1,0,0,3,0,4,1,4
0,34.99,153,45,0,0,46.7,2.3,0,11,1,1,0,0,5,0,2,1,4
0,109,1066,45,0,0,213.5,41,12,7,2,2,0,0,7,0,2,4,4
0,42.54,255,27,1.24,0,14.5,0.7,0,13,1,1,0,0,7,0,3,1,4
0,44.97,711,52,0.25,1.3,221.7,11.3,7,7,1,1,0,0,7,0,2,3,4
0,11.54,245,10,0.5,0,12.9,7.3,2.7,13,2,2,0,0,0,0,2,1,4
0,45.96,538,52,0.25,0.3,76.3,19,1.3,7,1,1,0,0,0,0,2,4,4
0,36.65,218,45,0,0,49.6,9.7,10.7,13,1,1,0,0,0,0,2,3,4
0,10,70,10,0,0,3.7,8,0.7,11,2,2,0,0,7,0,4,3,5
0,83.72,907,68,1.24,5.3,316.7,41,12,13,1,1,0,0,0,0,2,4,4
0,42.07,488,60,0.99,4.3,128.8,10.7,1.3,13,2,1,0,0,1,0,3,4,2
0,45.72,558,40,0.74,1.7,250.6,13.7,12,7,2,2,0,0,6,0,3,4,4
0,65.21,793,45,0,0.3,196.2,39.3,12,11,1,1,0,0,6,0,4,2,4
0,29.95,741,10,0.74,0,255.6,41,12,9,2,2,0,0,3,0,3,4,4
0,38.47,246,37,0,0,39,41,12,13,2,2,0,0,6,0,2,2,4
1,32.28,174,32,0,0,18.7,10.7,2,7,2,1,0,0,4,0,2,2,4
1,54.59,768,55,0,3,151,29.3,12,7,2,2,0,0,0,0,2,4,4
0,61.17,322,70,1.24,0,27.5,1.3,0,7,1,1,0,0,0,0,2,4,4
0,31.46,258,41,0.74,2.3,40.4,12.7,4.7,9,1,1,0,0,0,0,2,2,4
1,44.87,329,40,0,0,98.8,35.3,8.3,11,2,2,0,0,7,0,2,4,4
0,75.06,350,70,0.25,1,31.2,21.3,4.7,7,2,2,0,0,5,0,2,2,4
1,10,462,10,0,0,60.3,41,6.3,11,2,2,0,0,7,0,2,1,4
1,54.08,496,60,0.74,0.3,101.7,28.7,11.3,11,2,2,0,0,5,0,1,4,4
0,34.55,354,40,0.99,0,106.2,9.7,3,13,1,1,0,0,1,0,2,4,4
0,36.61,373,45,0.25,0,155.3,17.7,6.3,11,1,1,0,0,1,0,2,4,4
0,32.49,362,45,0,2.3,12.1,3.3,5,13,1,1,0,0,5,0,2,1,1
0,14.09,7,10,0,0,0.1,0,0,7,2,2,0,0,5,0,2,1,5
1,14.99,378,30,0,12,9.7,3.7,2.7,13,2,2,0,0,5,0,2,1,4
0,88.25,968,55,0,2.3,295.9,22,0.3,13,1,1,0,0,3,0,4,4,5
0,65.3,571,50,0,23.3,80.5,28,12,7,2,2,0,0,7,0,2,1,5
0,90.58,1065,46,1.24,7,111.5,41,11.3,9,2,2,0,0,0,0,4,4,4
0,32.49,28,42,0,0,0,5,0,11,2,2,0,0,7,0,2,3,5
0,45.94,634,50,0,0.3,155.9,41,12,9,1,1,0,0,3,0,2,1,2
1,164.88,817,10,0.5,0,25.8,8.7,1.7,13,2,2,0,0,7,0,1,2,4
0,33.84,185,40,0,0,9.3,2.7,0,13,1,1,0,0,5,0,2,4,5
0,48.9,308,38,0.25,0.3,31.5,24.3,0.3,11,1,1,0,0,7,0,4,4,5
0,41.36,229,50,0.25,0,21.7,3.7,2.3,13,1,1,0,0,1,0,4,3,5
1,57.84,404,40,0,2.7,56.4,24.3,8,7,1,1,0,0,1,0,3,4,4
0,12.12,198,10,0,0.3,11.1,8,1.7,9,2,2,0,0,0,0,4,3,4
0,36.04,564,45,0.25,10.7,129.9,20.3,12,7,1,1,0,0,0,0,3,4,4
0,41.99,247,47,0,0,59,3.7,0.3,7,1,1,0,0,0,0,3,4,4
0,30.26,22,40,0,0,3.3,1.3,0,7,1,1,0,0,7,0,2,2,4
0,60.98,594,70,0.99,0.3,203.7,29.7,2.3,9,1,1,0,0,6,0,2,2,4
